frame_index,node1_x_cm,node1_y_cm,node1_z_cm,node2_x_cm,node2_y_cm,node2_z_cm,distance_between_cm,node1_heading_deg,node1_dheading_deg,node1_pitch_deg,node1_dpitch_deg,node2_heading_deg,node2_dheading_deg,node2_pitch_deg,node2_dpitch_deg,node1_azimuth_deg,node1_dazimuth_deg,node1_elevation_deg,node1_delevation_deg,node2_azimuth_deg,node2_dazimuth_deg,node2_elevation_deg,node2_delevation_deg
19,108.87371018831467,-3.611712945314567,-3.8040451405726055,103.88472274116519,13.676683210048536,6.775892366560589,20.873756610333288,184.75,0.0,-175.375,0.0,206.625,-2.375,-162.8125,0.1875,-1.9,0.9000000000000057,-2.0,3.8000000000000114,7.5,7.300000000000011,3.7,6.300000000000011
20,108.87371018831467,-3.611712945314567,-3.8040451405726055,103.88472274116519,13.676683210048536,6.775892366560589,20.873756610333288,184.75,0.0,-175.375,0.0,206.625,-2.375,-162.875,0.125,-1.9,0.9000000000000057,-2.0,3.8000000000000114,7.5,7.300000000000011,3.7,6.300000000000011
21,108.87371018831467,-3.611712945314567,-3.8040451405726055,103.88472274116519,13.676683210048536,6.775892366560589,20.873756610333288,184.75,0.0,-175.375,0.0,206.625,-2.375,-162.875,0.125,-1.9,0.9000000000000057,-2.0,3.8000000000000114,7.5,7.300000000000011,3.7,6.300000000000011
22,108.87371018831467,-3.611712945314567,-3.8040451405726055,118.95922167209132,3.1150568486369052,0.0,12.705814935757664,184.75,0.0,-175.375,0.0,206.625,-2.375,-162.875,0.125,-1.9,0.9000000000000057,-2.0,3.8000000000000114,1.5,1.3000000000000114,0.0,2.5999999999999943
23,120.42697569875048,-6.943775729332319,-9.493550583069238,118.84470727265523,6.020413152331745,0.8307699754574247,16.648284047519624,184.75,0.0,-175.375,0.0,203.25,-5.75,-162.75,0.25,-3.3,-0.5,-4.5,1.3000000000000114,2.9,2.6999999999999886,0.4,3.0
24,121.25802639331401,-8.479187208246492,-10.420864622758831,122.67579684508854,7.288285272644136,-5.150705408691554,16.68525815296804,184.75,0.0,-175.375,0.0,202.3125,-6.6875,-162.75,0.25,-4.0,-1.1999999999999886,-4.9,0.9000000000000057,3.4,3.1999999999999886,-2.4,0.19999999999998863
25,121.77972860329268,-3.1889144219226924,-6.597615184142586,122.72285125914742,8.151242786878921,-1.2880294462982325,12.557083521735526,184.75,0.0,-175.375,0.0,206.6875,-2.3125,-162.8125,0.1875,-1.5,1.3000000000000114,-3.1,2.6999999999999886,3.8,3.5999999999999943,-0.6,2.0
26,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
27,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
28,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
29,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
30,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
31,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-162.9375,0.0625,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
32,122.87826911929281,-3.6469418890165133,-4.078086941788731,122.78093875982351,5.790202088086519,-4.507176170906422,9.44739526059915,184.75,0.0,-175.375,0.0,209.5,0.5,-163.0,0.0,-1.7,1.0999999999999943,-1.9,3.9000000000000057,2.7,2.5,-2.1,0.5
33,125.62170195385198,-5.045488750786683,-8.350511450400017,125.70218834347689,5.048721418129409,-7.033509629138639,10.180081079754212,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.3,0.5,-3.8,2.0,2.3,2.0999999999999943,-3.2,-0.5999999999999943
34,123.68498378453974,-3.2388052846681146,-8.217963649600017,124.84737236985093,4.141613895556348,-4.580463588319534,8.309821971312166,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0625,-0.0625,-1.5,1.3000000000000114,-3.8,2.0,1.9,1.6999999999999886,-2.1,0.5
35,121.48889696249277,-5.729270943656734,-9.572009678797084,120.91578894292512,0.8441651684536272,-4.433888753493309,8.362942171576572,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0625,-0.0625,-2.7,0.09999999999999432,-4.5,1.3000000000000114,0.4,0.19999999999998863,-2.1,0.5
36,122.6327500276413,-4.496738807655798,-8.365880751825525,126.8366073980523,2.8783252753716426,-5.76109949241523,8.879688757433751,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,1.3,1.0999999999999943,-2.6,0.0
37,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
38,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
39,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
40,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
41,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
42,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
43,123.62976425550829,-4.533297659750561,-8.433896042490773,121.87200228073816,1.7017647553418482,-5.321565258570992,7.18695578034125,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.9,1.9000000000000057,0.8,0.5999999999999943,-2.5,0.09999999999999432
44,123.56791180541549,-4.531029633365943,-9.297362126464634,127.73036304801757,4.906905590952633,-6.699002399096811,10.63729735028028,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-4.3,1.5,2.2,2.0,-3.0,-0.4000000000000057
45,121.60604925047608,-4.459091399214834,-8.722688208587682,126.80338024976523,4.649668875423011,-5.318208023608352,11.02598061792734,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-4.1,1.6999999999999886,2.1,1.9000000000000057,-2.4,0.19999999999998863
46,118.53702283166045,-4.346555309172832,-9.543671995134211,120.92168801855867,1.6884950027521564,-4.011776585011679,8.52703507378766,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-4.6,1.1999999999999886,0.8,0.5999999999999943,-1.9,0.6999999999999886
47,125.71904584929227,-4.609908137952931,-7.033509629138639,122.76260184862134,4.716063455831862,-6.008521684860431,9.836915552300916,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-2.1,0.6999999999999886,-3.2,2.5999999999999943,2.2,2.0,-2.8,-0.19999999999998863
48,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.3125,0.0625,209.5,0.5,-163.0,0.0,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
49,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-163.0,0.0,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
50,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-163.0,0.0,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
51,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.375,0.0,209.4375,0.4375,-162.9375,0.0625,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
52,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-162.9375,0.0625,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
53,120.77709795257125,-2.319038751877572,-6.96524726210764,122.76260184862134,4.716063455831862,-6.008521684860431,7.37225966880625,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-162.9375,0.0625,-1.1,1.6999999999999886,-3.3,2.5,2.2,2.0,-2.8,-0.19999999999998863
54,118.8560332221317,-0.4148875082113915,-22.67313906487268,122.17141616366314,7.686373995844034,-12.002696670375384,13.801468867492808,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-162.9375,0.0625,-0.2,2.5999999999999943,-10.8,-5.0,3.6,3.4000000000000057,-5.6,-3.0
55,124.71009557581422,0.6529865008252291,-17.971245646894467,120.653427918797,4.002486429066945,-8.229850170495029,11.071155679349665,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-162.9375,0.0625,0.3,3.0999999999999943,-8.2,-2.4000000000000057,1.9,1.6999999999999886,-3.9,-1.3000000000000114
56,120.41751713296296,-3.3635658130970625,-19.29528420504699,125.32971021769734,-4.1576146899268975,-12.295445369652832,8.588241859775449,184.75,0.0,-175.3125,0.0625,209.4375,0.4375,-162.9375,0.0625,-1.6,1.1999999999999886,-9.1,-3.3000000000000114,-1.9,-2.0999999999999943,-5.6,-3.0
57,117.06712924019025,-2.452206784558229,-30.500392347416753,123.07952847189786,12.501962593118789,-8.433896042490773,27.325928812631478,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-162.8125,0.1875,-1.2,1.5999999999999943,-14.6,-8.800000000000011,5.8,5.599999999999994,-3.9,-1.3000000000000114
58,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,202.125,-6.875,-162.6875,0.3125,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
59,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,198.1875,-10.8125,-162.625,0.375,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
60,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,196.4375,-12.5625,-162.625,0.375,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
61,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,195.75,-13.25,-162.5625,0.4375,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
62,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,192.875,-16.125,-162.5625,0.4375,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
63,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,191.875,-17.125,-162.5625,0.4375,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
64,124.59701916339564,2.1748490593594414,-18.62398580233094,123.07952847189786,12.501962593118789,-8.433896042490773,14.58732262108223,184.75,0.0,-175.3125,0.0625,191.875,-17.125,-162.875,0.125,1.0,3.8000000000000114,-8.5,-2.6999999999999886,5.8,5.599999999999994,-3.9,-1.3000000000000114
65,104.14412269216633,-11.313672227788707,-7.1416055198510575,103.20236435370158,12.854534002411489,-0.1815141500534241,25.168074479973374,184.75,0.0,-175.3125,0.0625,198.4375,-10.5625,-163.3125,-0.3125,-6.2,-3.4000000000000057,-3.9,1.9000000000000057,7.1,6.900000000000006,-0.1,2.5
66,99.45600140596899,-8.176771749984757,-6.453230825295798,95.98230836367784,1.8429544703702083,0.0,12.413929473276324,184.75,0.0,-175.3125,0.0625,202.3125,-6.6875,-163.1875,-0.1875,-4.7,-1.9000000000000057,-3.7,2.0999999999999943,1.1,0.9000000000000057,0.0,2.5999999999999943
67,87.65581846562583,-7.514754510354794,-1.9964853544047594,90.80907645735333,5.872359553063956,-0.47647270865918173,13.837206992475176,184.75,0.0,-175.3125,0.0625,203.375,-5.625,-163.0625,-0.0625,-4.9,-2.0999999999999943,-1.3,4.5,3.7,3.5,-0.3,2.3000000000000114
68,88.62292181849709,-7.286130482650833,-3.7269331818987665,88.98847813930328,1.397942723954689,0.31066797595491213,9.583787455451349,184.75,0.0,-175.3125,0.0625,203.5,-5.5,-163.125,-0.125,-4.7,-1.9000000000000057,-2.4,3.4000000000000057,0.9,0.6999999999999886,0.2,2.8000000000000114
69,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.5625,-3.4375,-163.5,-0.5,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
70,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.8125,-3.1875,-163.5,-0.5,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
71,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-163.5,-0.5,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
72,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-163.5,-0.5,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
73,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-163.5,-0.5,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
74,86.3649785671457,-7.252269877160183,-7.582549619046261,88.98847813930328,1.397942723954689,0.31066797595491213,12.000492158725558,184.75,0.0,-175.3125,0.0625,205.9375,-3.0625,-163.4375,-0.4375,-4.8,-2.0,-5.0,0.8000000000000114,0.9,0.6999999999999886,0.2,2.8000000000000114
75,75.56581240473143,-7.143072357919751,-3.8450634458302115,88.98847813930328,1.397942723954689,0.31066797595491213,16.44344847350665,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-163.6875,-0.6875,-5.4,-2.5999999999999943,-2.9,2.9000000000000057,0.9,0.6999999999999886,0.2,2.8000000000000114
76,67.22966529385167,-8.135683437623706,-6.16301545344905,70.59969896865537,7.295769177005541,1.8585633298589939,17.715320571292988,184.75,0.0,-175.3125,0.0625,201.5625,-7.4375,-163.875,-0.875,-6.9,-4.099999999999994,-5.2,0.5999999999999943,5.9,5.699999999999989,1.5,4.099999999999994
77,56.10734535529244,-3.529974963513835,-9.407713534058626,61.91824239870134,3.136642846459999,0.541045200899184,13.311202719505024,184.75,0.0,-175.3125,0.0625,200.4375,-8.5625,-163.5625,-0.5625,-3.6,-0.8000000000000114,-9.5,-3.6999999999999886,2.9,2.6999999999999886,0.5,3.0999999999999943
78,52.12920544815509,-3.188358791572067,-9.021103455799725,52.81122570842976,4.4346825268228685,0.555004558161027,12.258782781027849,184.75,0.0,-175.3125,0.0625,200.0,-9.0,-163.5,-0.5,-3.5,-0.6999999999999886,-9.8,-4.0,4.8,4.599999999999994,0.6,3.1999999999999886
79,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,200.0,-9.0,-163.5,-0.5,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
80,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,200.0,-9.0,-163.5,-0.5,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
81,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,200.0,-9.0,-163.5,-0.5,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
82,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,201.875,-7.125,-163.5,-0.5,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
83,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,204.4375,-4.5625,-163.0625,-0.0625,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
84,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,211.375,2.375,-162.9375,0.0625,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
85,52.211290068170314,-3.1019221904881533,-8.56500251847814,55.84024117116352,4.198648824504837,0.48868598790894036,12.18346825922557,184.75,0.0,-175.3125,0.0625,205.875,-3.125,-162.6875,0.3125,-3.4,-0.5999999999999943,-9.3,-3.5,4.3,4.099999999999994,0.5,3.0999999999999943
86,117.65815686862241,-6.578112219315561,-16.561599014247786,55.84024117116352,4.198648824504837,0.48868598790894036,65.02542193964227,184.75,0.0,-175.3125,0.0625,205.75,-3.25,-162.5625,0.4375,-3.2,-0.4000000000000057,-8.0,-2.1999999999999886,4.3,4.099999999999994,0.5,3.0999999999999943
87,114.97383503825228,-2.609121311156207,-21.52230802168826,117.52736650880172,8.836927077853586,-5.764272835882364,19.64301961541903,184.75,0.0,-175.3125,0.0625,207.8125,-1.1875,-162.6875,0.3125,-1.3,1.5,-10.6,-4.800000000000011,4.3,4.099999999999994,-2.8,-0.19999999999998863
88,118.74972925870996,-6.639140590561595,-22.25811342413914,120.23932121677191,13.06217032678199,-3.5896155342984017,27.182224881829526,184.75,0.0,-175.3125,0.0625,206.8125,-2.1875,-162.75,0.25,-3.2,-0.4000000000000057,-10.6,-4.800000000000011,6.2,6.0,-1.7,0.9000000000000057
89,122.08459677659152,-6.61186541626571,-20.67932459279668,120.97106788260508,-1.2668523694975775,-2.32289053036245,19.151182275681045,184.75,0.0,-175.3125,0.0625,208.5625,-0.4375,-162.8125,0.1875,-3.1,-0.30000000000001137,-9.6,-3.8000000000000114,-0.6,-0.8000000000000114,-1.1,1.5
90,118.01050256444006,-8.04514895517862,-20.218725547800307,123.83009808857817,-3.8915176067059254,-5.192581062420754,16.640473657293708,184.75,0.0,-175.3125,0.0625,209.375,0.375,-162.875,0.125,-3.9,-1.0999999999999943,-9.7,-3.9000000000000057,-1.8,-2.0,-2.4,0.19999999999998863
91,118.01050256444006,-8.04514895517862,-20.218725547800307,123.83009808857817,-3.8915176067059254,-5.192581062420754,16.640473657293708,184.75,0.0,-175.3125,0.0625,209.75,0.75,-162.875,0.125,-3.9,-1.0999999999999943,-9.7,-3.9000000000000057,-1.8,-2.0,-2.4,0.19999999999998863
92,118.01050256444006,-8.04514895517862,-20.218725547800307,123.83009808857817,-3.8915176067059254,-5.192581062420754,16.640473657293708,184.75,0.0,-175.3125,0.0625,209.8125,0.8125,-162.875,0.125,-3.9,-1.0999999999999943,-9.7,-3.9000000000000057,-1.8,-2.0,-2.4,0.19999999999998863
