frame_index,img_filename,img_timestamp_iso,imu_timestamp,imu_temp_c,imu_heading_deg,imu_roll_deg,imu_pitch_deg,imu_sys_cal,imu_gyro_cal,imu_accel_cal,imu_mag_cal,uwb_timestamp,uwb_distance_cm,uwb_azimuth_deg,uwb_elevation_deg,uwb_nlos_status
1,node1_20251202_083739_371.jpg,2025-12-02T08:37:39.371,2025-12-02T08:37:40.489,24,184.75,0.1875,-175.375,0,3,0,0,,,,,
2,node1_20251202_083740_651.jpg,2025-12-02T08:37:40.651,2025-12-02T08:37:41.734,24,184.75,0.1875,-175.375,0,3,0,0,,,,,
3,node1_20251202_083741_856.jpg,2025-12-02T08:37:41.856,2025-12-02T08:37:42.968,24,184.75,0.1875,-175.375,0,3,0,0,,,,,
4,node1_20251202_083743_062.jpg,2025-12-02T08:37:43.062,2025-12-02T08:37:44.144,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:44.082,124.0,-2.8,-5.8,0
5,node1_20251202_083744_249.jpg,2025-12-02T08:37:44.249,2025-12-02T08:37:45.361,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.157,124.0,-2.3,-4.1,0
6,node1_20251202_083745_464.jpg,2025-12-02T08:37:45.464,2025-12-02T08:37:46.524,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
7,node1_20251202_083746_614.jpg,2025-12-02T08:37:46.614,2025-12-02T08:37:47.667,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
8,node1_20251202_083747_757.jpg,2025-12-02T08:37:47.757,2025-12-02T08:37:48.779,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
9,node1_20251202_083748_864.jpg,2025-12-02T08:37:48.864,2025-12-02T08:37:49.891,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
10,node1_20251202_083749_975.jpg,2025-12-02T08:37:49.975,2025-12-02T08:37:51.002,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
11,node1_20251202_083751_091.jpg,2025-12-02T08:37:51.091,2025-12-02T08:37:52.116,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
12,node1_20251202_083752_211.jpg,2025-12-02T08:37:52.211,2025-12-02T08:37:53.273,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:45.389,123.0,-2.3,-5.4,0
13,node1_20251202_083753_361.jpg,2025-12-02T08:37:53.361,2025-12-02T08:37:54.426,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:54.226,117.0,-10.5,0.8,0
14,node1_20251202_083754_514.jpg,2025-12-02T08:37:54.514,2025-12-02T08:37:55.571,24,184.75,0.1875,-175.375,0,3,0,0,2025-12-02T08:37:55.526,118.0,-9.9,1.0,0
